Comment,Designator,Footprint,LCSC,Quantity
Conn_01x01_Pin,J1,PinHeader_1x01_P2.54mm_Vertical,,1
Conn_01x01_Pin,J2,PinHeader_1x01_P2.54mm_Vertical,,1
Conn_01x01_Pin,J3,PinHeader_1x01_P2.54mm_Vertical,,1
Conn_01x01_Pin,J6,PinHeader_1x02_P2.54mm_Vertical_SMD_Pin1Left,,1
Conn_01x01_Pin,J4,PinHeader_1x01_P2.54mm_Vertical,,1
Conn_01x01_Pin,J5,PinHeader_1x01_P2.54mm_Vertical,,1
